"pathway","stat","stat_matched_med","stat_matched_mad","z_matched","n_matched","p_matched","p_adj_BH","n_spots","replicate","scenario","tier","planted","signal_R2_removed","signal_R2_library"
"set04",-0.00669924936988501,-0.00978341287899498,0.0384598542837381,0.0801917627237094,999,0.472,0.5664,225,1,"coherent_weak","pcs3",FALSE,NA,NA
"set05",-0.101001185402166,0.00347967904225011,0.0416366088605545,-2.50935096069743,999,0.999,0.999,225,1,"coherent_weak","pcs3",FALSE,NA,NA
"set06",0.0238160359990212,0.016952920646061,0.0434591250824242,0.157921157868311,999,0.435,0.5664,225,1,"coherent_weak","pcs3",FALSE,NA,NA
"set07",0.0139253549001864,-0.000847888247020154,0.0343302443908645,0.430327351562281,999,0.35,0.543,225,1,"coherent_weak","pcs3",FALSE,NA,NA
"set08",-0.0473682686055143,0.00445285760308207,0.0389665164606758,-1.329888604769,999,0.924,0.999,225,1,"coherent_weak","pcs3",FALSE,NA,NA
"set09",0.0517515766528749,0.018773198593129,0.0454534094380645,0.725542450334397,999,0.248,0.543,225,1,"coherent_weak","pcs3",FALSE,NA,NA
"set10",0.00901473160187581,-0.00984245190965561,0.0353417470720982,0.533566817539106,999,0.318,0.543,225,1,"coherent_weak","pcs3",FALSE,NA,NA
"set11",0.0160671044422032,0.00174936949025673,0.0390673235268351,0.366488759899605,999,0.362,0.543,225,1,"coherent_weak","pcs3",FALSE,NA,NA
"set12",0.0579559225936709,0.0086665493601762,0.0432346026050747,1.14004455375078,999,0.152,0.456,225,1,"coherent_weak","pcs3",FALSE,NA,NA
"set01",0.578027505002808,-0.0163514006329003,0.0345312052215819,17.2128051083553,999,0.001,0.004,225,1,"coherent_weak","pcs10",TRUE,0.403856457510869,0.00538795348815591
"set02",0.268636583508712,-0.0148702214359726,0.0346746481559655,8.1761984626197,999,0.001,0.004,225,1,"coherent_weak","pcs10",TRUE,0.81041535430006,0.00466083397301009
"set03",0.290754494276901,-0.0117945791930596,0.0369236744791107,8.19390479788585,999,0.001,0.004,225,1,"coherent_weak","pcs10",TRUE,0.879046214323407,0.0298492799103318
"set04",-0.0574202819341825,-0.0187114235328162,0.0358632449325102,-1.0793462352392,999,0.867,0.945818181818182,225,1,"coherent_weak","pcs10",FALSE,NA,NA
"set05",-0.111645016340638,-0.0128049638579076,0.035942060922092,-2.74998288765287,999,1,1,225,1,"coherent_weak","pcs10",FALSE,NA,NA
"set06",-0.000893498020352319,-0.00984444896825913,0.0360572626371543,0.248242664396923,999,0.409,0.6135,225,1,"coherent_weak","pcs10",FALSE,NA,NA
"set07",0.0214003037012446,-0.0127824014452076,0.0319995749666814,1.06822372428521,999,0.144,0.312,225,1,"coherent_weak","pcs10",FALSE,NA,NA
"set08",-0.0467730838344767,-0.012791970399506,0.0360666044478723,-0.942176674382647,999,0.853,0.945818181818182,225,1,"coherent_weak","pcs10",FALSE,NA,NA
"set09",-0.00356718671483016,-0.0122585591457726,0.0370326537159889,0.234694831690927,999,0.403,0.6135,225,1,"coherent_weak","pcs10",FALSE,NA,NA
"set10",0.0178427024227397,-0.0185545012235081,0.0343096764554545,1.06084368628493,999,0.156,0.312,225,1,"coherent_weak","pcs10",FALSE,NA,NA
"set11",-0.0221351530352558,-0.0155914202658377,0.0331851353242278,-0.197188672141429,999,0.587,0.782666666666667,225,1,"coherent_weak","pcs10",FALSE,NA,NA
"set12",0.0295113038935849,-0.0152001321553596,0.0337680068609239,1.32407684685365,999,0.097,0.291,225,1,"coherent_weak","pcs10",FALSE,NA,NA
"set01",0.874949098241767,0.211295724478747,0.127994774649708,5.18500365018247,999,0.001,0.004,225,1,"coherent_strong","none",TRUE,0,0.00114411542283221
"set02",0.860751537244492,0.271363929035657,0.112076677420667,5.25878908772997,999,0.001,0.004,225,1,"coherent_strong","none",TRUE,0,0.0102566451915779
"set03",0.905628489978158,0.385175229441095,0.0789499128893879,6.59219550078846,999,0.001,0.004,225,1,"coherent_strong","none",TRUE,1.11022302462516e-16,0.142678474363182
"set04",0.100622774221382,0.163485214536752,0.106667196755181,-0.58933244922195,999,0.767,0.836727272727273,225,1,"coherent_strong","none",FALSE,NA,NA
"set05",0.442563867440979,0.250636890606748,0.112997538211547,1.69850582474565,999,0.098,0.2352,225,1,"coherent_strong","none",FALSE,NA,NA
"set06",0.429548809053287,0.314205301722953,0.105532716854691,1.09296444522651,999,0.178,0.320571428571429,225,1,"coherent_strong","none",FALSE,NA,NA
"set07",0.382946529163109,0.231780900725661,0.126938854453467,1.19085388857721,999,0.187,0.320571428571429,225,1,"coherent_strong","none",FALSE,NA,NA
"set08",0.525519627434443,0.231504530966476,0.10213134517854,2.87879392907229,999,0.031,0.093,225,1,"coherent_strong","none",FALSE,NA,NA
"set09",0.336580670807622,0.318924656831713,0.0949006981298508,0.186047250693052,999,0.435,0.522,225,1,"coherent_strong","none",FALSE,NA,NA
"set10",0.057121420755954,0.136367445511017,0.103018905150871,-0.769237691266547,999,0.851,0.851,225,1,"coherent_strong","none",FALSE,NA,NA
"set11",0.264754998726186,0.231689559327933,0.107349478990675,0.308016766444904,999,0.388,0.517333333333333,225,1,"coherent_strong","none",FALSE,NA,NA
"set12",0.362584377884364,0.294072529105437,0.0977290953424724,0.701038401499988,999,0.266,0.399,225,1,"coherent_strong","none",FALSE,NA,NA
"set01",0.872869585540802,0.188282364858751,0.115385623530842,5.93303740737741,999,0.001,0.004,225,1,"coherent_strong","libsize",TRUE,0.00114411542283221,0.00114411542283221
"set02",0.859639085246888,0.248251858544681,0.100981119629051,6.05447066687423,999,0.001,0.004,225,1,"coherent_strong","libsize",TRUE,0.0102566451915779,0.0102566451915779
"set03",0.799307897278769,0.332764585957612,0.0709590228814775,6.57482716610152,999,0.001,0.004,225,1,"coherent_strong","libsize",TRUE,0.142678474363182,0.142678474363182
"set04",0.0679838488593408,0.151870842608742,0.100512686936644,-0.834591097960375,999,0.859,0.9,225,1,"coherent_strong","libsize",FALSE,NA,NA
"set05",0.373556349264795,0.228895947862982,0.0993680296618398,1.45580426515558,999,0.138,0.3312,225,1,"coherent_strong","libsize",FALSE,NA,NA
"set06",0.367224617451666,0.291437205048598,0.0870332508234909,0.870786873821009,999,0.226,0.366,225,1,"coherent_strong","libsize",FALSE,NA,NA
"set07",0.335428990689664,0.204671279940836,0.119993834964645,1.08970357341571,999,0.213,0.366,225,1,"coherent_strong","libsize",FALSE,NA,NA
"set08",0.458720931535334,0.210125106190182,0.0915483221131122,2.71546020295163,999,0.048,0.144,225,1,"coherent_strong","libsize",FALSE,NA,NA
"set09",0.334551256614537,0.293858837323595,0.084099677931272,0.483859395088255,999,0.324,0.432,225,1,"coherent_strong","libsize",FALSE,NA,NA
"set10",0.0469913519337975,0.13393120640599,0.0977627766431922,-0.889294038665654,999,0.9,0.9,225,1,"coherent_strong","libsize",FALSE,NA,NA
"set11",0.254580364893823,0.210255405100853,0.0986766234685104,0.44919412759513,999,0.361,0.4332,225,1,"coherent_strong","libsize",FALSE,NA,NA
"set12",0.34771280231949,0.276174067741133,0.0853869496922163,0.837818130712284,999,0.244,0.366,225,1,"coherent_strong","libsize",FALSE,NA,NA
"set01",0.865537189386128,0.0968782696923797,0.0505701219878743,15.1998628731419,999,0.001,0.004,225,1,"coherent_strong","pcs1",TRUE,0.131394961757636,0.00114411542283221
"set02",0.858591133202441,0.174394250008938,0.0570759344546177,11.9874845629995,999,0.001,0.004,225,1,"coherent_strong","pcs1",TRUE,0.0144701753616489,0.0102566451915779
"set03",0.828760282231265,0.289892419677841,0.0455554909007172,11.8288235270656,999,0.001,0.004,225,1,"coherent_strong","pcs1",TRUE,0.375725896462559,0.142678474363182
"set04",0.0773807091676187,0.0800230288760215,0.0508152911234862,-0.0519985156039296,999,0.514,0.560727272727273,225,1,"coherent_strong","pcs1",FALSE,NA,NA
"set05",0.213180292636544,0.153907352519313,0.0562878924476313,1.05303178960515,999,0.142,0.189333333333333,225,1,"coherent_strong","pcs1",FALSE,NA,NA
"set06",0.327464582264559,0.225223112408385,0.056861397976485,1.79808224023011,999,0.027,0.081,225,1,"coherent_strong","pcs1",FALSE,NA,NA
