"tier","cohort","patient","pathway","fraction_sections","rank_effect","positive"
"none","GSE282302","C1_D2","HALLMARK_UV_RESPONSE_DN",0,0.3465,FALSE
"pcs","GSE282302","C1_D2","HALLMARK_UV_RESPONSE_DN",0,0.832,FALSE
"libsize","GSE282302","C1_D3","HALLMARK_UV_RESPONSE_DN",1,0.9955,TRUE
"none","GSE282302","C1_D3","HALLMARK_UV_RESPONSE_DN",0,0.879,FALSE
"pcs","GSE282302","C1_D3","HALLMARK_UV_RESPONSE_DN",0,0.8765,FALSE
"libsize","GSE282302","C1_D4","HALLMARK_UV_RESPONSE_DN",1,0.9995,TRUE
"none","GSE282302","C1_D4","HALLMARK_UV_RESPONSE_DN",0,0,FALSE
"pcs","GSE282302","C1_D4","HALLMARK_UV_RESPONSE_DN",0,0.951,FALSE
"libsize","GSE282302","C1_D5","HALLMARK_UV_RESPONSE_DN",1,0.9995,TRUE
"none","GSE282302","C1_D5","HALLMARK_UV_RESPONSE_DN",0,0.963,FALSE
"pcs","GSE282302","C1_D5","HALLMARK_UV_RESPONSE_DN",0,0.9525,FALSE
"libsize","GSE282302","C1_D6","HALLMARK_UV_RESPONSE_DN",1,0.9995,TRUE
"none","GSE282302","C1_D6","HALLMARK_UV_RESPONSE_DN",1,0.9995,TRUE
"pcs","GSE282302","C1_D6","HALLMARK_UV_RESPONSE_DN",1,0.9985,TRUE
"libsize","GSE282302","C1_D7","HALLMARK_UV_RESPONSE_DN",1,0.997,TRUE
"none","GSE282302","C1_D7","HALLMARK_UV_RESPONSE_DN",0,0.2115,FALSE
"pcs","GSE282302","C1_D7","HALLMARK_UV_RESPONSE_DN",1,0.9955,TRUE
"libsize","GSE282302","C1_D8","HALLMARK_UV_RESPONSE_DN",1,0.9995,TRUE
"none","GSE282302","C1_D8","HALLMARK_UV_RESPONSE_DN",0.5,0.987,TRUE
"pcs","GSE282302","C1_D8","HALLMARK_UV_RESPONSE_DN",0.5,0.983,TRUE
"libsize","GSE282302","C1_D9","HALLMARK_UV_RESPONSE_DN",1,0.9995,TRUE
"none","GSE282302","C1_D9","HALLMARK_UV_RESPONSE_DN",1,0.9995,TRUE
"pcs","GSE282302","C1_D9","HALLMARK_UV_RESPONSE_DN",0.5,0.7925,TRUE
"libsize","GSE282302","C2_D1","HALLMARK_UV_RESPONSE_DN",0,0.981,FALSE
"none","GSE282302","C2_D1","HALLMARK_UV_RESPONSE_DN",0,0.963,FALSE
"pcs","GSE282302","C2_D1","HALLMARK_UV_RESPONSE_DN",1,0.9995,TRUE
"libsize","GSE282302","C2_D10","HALLMARK_UV_RESPONSE_DN",0.25,0.92475,FALSE
"none","GSE282302","C2_D10","HALLMARK_UV_RESPONSE_DN",0,0.258875,FALSE
"pcs","GSE282302","C2_D10","HALLMARK_UV_RESPONSE_DN",1,0.992,TRUE
"libsize","GSE282302","C2_D11","HALLMARK_UV_RESPONSE_DN",0.875,0.978,TRUE
"none","GSE282302","C2_D11","HALLMARK_UV_RESPONSE_DN",0.25,0.348625,FALSE
"pcs","GSE282302","C2_D11","HALLMARK_UV_RESPONSE_DN",0.375,0.686,FALSE
"libsize","GSE282302","C2_D12","HALLMARK_UV_RESPONSE_DN",1,0.9965,TRUE
"none","GSE282302","C2_D12","HALLMARK_UV_RESPONSE_DN",0,0,FALSE
"pcs","GSE282302","C2_D12","HALLMARK_UV_RESPONSE_DN",1,0.9995,TRUE
"libsize","GSE282302","C2_D13","HALLMARK_UV_RESPONSE_DN",1,0.9995,TRUE
"none","GSE282302","C2_D13","HALLMARK_UV_RESPONSE_DN",0,0.1105,FALSE
"pcs","GSE282302","C2_D13","HALLMARK_UV_RESPONSE_DN",1,0.9895,TRUE
"libsize","GSE282302","C2_D2","HALLMARK_UV_RESPONSE_DN",0,0.878,FALSE
"none","GSE282302","C2_D2","HALLMARK_UV_RESPONSE_DN",0,0.9705,FALSE
"pcs","GSE282302","C2_D2","HALLMARK_UV_RESPONSE_DN",1,0.9995,TRUE
"libsize","GSE282302","C2_D3","HALLMARK_UV_RESPONSE_DN",1,0.9995,TRUE
"none","GSE282302","C2_D3","HALLMARK_UV_RESPONSE_DN",0,0.967,FALSE
"pcs","GSE282302","C2_D3","HALLMARK_UV_RESPONSE_DN",1,0.9955,TRUE
"libsize","GSE282302","C2_D4","HALLMARK_UV_RESPONSE_DN",1,0.994,TRUE
"none","GSE282302","C2_D4","HALLMARK_UV_RESPONSE_DN",0,0.037,FALSE
"pcs","GSE282302","C2_D4","HALLMARK_UV_RESPONSE_DN",0,0.812,FALSE
"libsize","GSE282302","C2_D5","HALLMARK_UV_RESPONSE_DN",0.5,0.627,TRUE
"none","GSE282302","C2_D5","HALLMARK_UV_RESPONSE_DN",0,0.42325,FALSE
"pcs","GSE282302","C2_D5","HALLMARK_UV_RESPONSE_DN",0,0.5125,FALSE
"libsize","GSE282302","C2_D6","HALLMARK_UV_RESPONSE_DN",0,0.067,FALSE
"none","GSE282302","C2_D6","HALLMARK_UV_RESPONSE_DN",0,0.043,FALSE
"pcs","GSE282302","C2_D6","HALLMARK_UV_RESPONSE_DN",1,0.98975,TRUE
"libsize","GSE282302","C2_D7","HALLMARK_UV_RESPONSE_DN",0.5,0.9725,TRUE
"none","GSE282302","C2_D7","HALLMARK_UV_RESPONSE_DN",1,0.99825,TRUE
"pcs","GSE282302","C2_D7","HALLMARK_UV_RESPONSE_DN",1,0.99875,TRUE
"libsize","GSE282302","C2_D8","HALLMARK_UV_RESPONSE_DN",1,0.9995,TRUE
"none","GSE282302","C2_D8","HALLMARK_UV_RESPONSE_DN",0,0.358625,FALSE
"pcs","GSE282302","C2_D8","HALLMARK_UV_RESPONSE_DN",0.75,0.9905,TRUE
"libsize","GSE282302","C2_D9","HALLMARK_UV_RESPONSE_DN",0,0.703583333333333,FALSE
"none","GSE282302","C2_D9","HALLMARK_UV_RESPONSE_DN",0,0.3135,FALSE
"pcs","GSE282302","C2_D9","HALLMARK_UV_RESPONSE_DN",0,0.581416666666667,FALSE
"libsize","GSE282302","C3_D1","HALLMARK_UV_RESPONSE_DN",0.75,0.967125,TRUE
"none","GSE282302","C3_D1","HALLMARK_UV_RESPONSE_DN",0.25,0.55,FALSE
"pcs","GSE282302","C3_D1","HALLMARK_UV_RESPONSE_DN",0.5,0.937,TRUE
"libsize","GSE282302","C3_D10","HALLMARK_UV_RESPONSE_DN",0.5,0.94175,TRUE
"none","GSE282302","C3_D10","HALLMARK_UV_RESPONSE_DN",1,0.99275,TRUE
"pcs","GSE282302","C3_D10","HALLMARK_UV_RESPONSE_DN",0.5,0.943125,TRUE
"libsize","GSE282302","C3_D11","HALLMARK_UV_RESPONSE_DN",0.5,0.83075,TRUE
"none","GSE282302","C3_D11","HALLMARK_UV_RESPONSE_DN",0,0.22125,FALSE
"pcs","GSE282302","C3_D11","HALLMARK_UV_RESPONSE_DN",0.75,0.9055,TRUE
"libsize","GSE282302","C3_D12","HALLMARK_UV_RESPONSE_DN",0.75,0.97075,TRUE
"none","GSE282302","C3_D12","HALLMARK_UV_RESPONSE_DN",0.875,0.9156875,TRUE
"pcs","GSE282302","C3_D12","HALLMARK_UV_RESPONSE_DN",0.625,0.948125,TRUE
"libsize","GSE282302","C3_D2","HALLMARK_UV_RESPONSE_DN",0.5,0.806625,TRUE
"none","GSE282302","C3_D2","HALLMARK_UV_RESPONSE_DN",0.5,0.697125,TRUE
"pcs","GSE282302","C3_D2","HALLMARK_UV_RESPONSE_DN",0.5,0.958375,TRUE
"libsize","GSE282302","C3_D3","HALLMARK_UV_RESPONSE_DN",0.5,0.8075,TRUE
"none","GSE282302","C3_D3","HALLMARK_UV_RESPONSE_DN",0.25,0.550875,FALSE
"pcs","GSE282302","C3_D3","HALLMARK_UV_RESPONSE_DN",0.25,0.787875,FALSE
"libsize","GSE282302","C3_D4","HALLMARK_UV_RESPONSE_DN",1,0.999375,TRUE
"none","GSE282302","C3_D4","HALLMARK_UV_RESPONSE_DN",0.5,0.61925,TRUE
"pcs","GSE282302","C3_D4","HALLMARK_UV_RESPONSE_DN",0.25,0.92225,FALSE
"libsize","GSE282302","C3_D5","HALLMARK_UV_RESPONSE_DN",0.5,0.959375,TRUE
"none","GSE282302","C3_D5","HALLMARK_UV_RESPONSE_DN",0.25,0.782375,FALSE
"pcs","GSE282302","C3_D5","HALLMARK_UV_RESPONSE_DN",0.75,0.970875,TRUE
"libsize","GSE282302","C3_D6","HALLMARK_UV_RESPONSE_DN",1,0.9995,TRUE
"none","GSE282302","C3_D6","HALLMARK_UV_RESPONSE_DN",0.75,0.83525,TRUE
"pcs","GSE282302","C3_D6","HALLMARK_UV_RESPONSE_DN",0.25,0.78,FALSE
"libsize","GSE282302","C3_D7","HALLMARK_UV_RESPONSE_DN",1,0.99875,TRUE
"none","GSE282302","C3_D7","HALLMARK_UV_RESPONSE_DN",0.75,0.9695,TRUE
"pcs","GSE282302","C3_D7","HALLMARK_UV_RESPONSE_DN",0.25,0.937625,FALSE
"libsize","GSE282302","C3_D8","HALLMARK_UV_RESPONSE_DN",0.75,0.878,TRUE
"none","GSE282302","C3_D8","HALLMARK_UV_RESPONSE_DN",0.5,0.684,TRUE
"pcs","GSE282302","C3_D8","HALLMARK_UV_RESPONSE_DN",0.25,0.749625,FALSE
"libsize","GSE282302","C3_D9","HALLMARK_UV_RESPONSE_DN",0.75,0.98625,TRUE
"none","GSE282302","C3_D9","HALLMARK_UV_RESPONSE_DN",0.25,0.6925,FALSE
"pcs","GSE282302","C3_D9","HALLMARK_UV_RESPONSE_DN",0.25,0.83025,FALSE
"libsize","GSE274557","Pt1","HALLMARK_UV_RESPONSE_DN",1,0.9995,TRUE
"none","GSE274557","Pt1","HALLMARK_UV_RESPONSE_DN",0,0.493,FALSE
"pcs","GSE274557","Pt1","HALLMARK_UV_RESPONSE_DN",0,0.8435,FALSE
"libsize","GSE274557","Pt10","HALLMARK_UV_RESPONSE_DN",0.5,0.953375,TRUE
"none","GSE274557","Pt10","HALLMARK_UV_RESPONSE_DN",0,0.021125,FALSE
"pcs","GSE274557","Pt10","HALLMARK_UV_RESPONSE_DN",0,0.440125,FALSE
"libsize","GSE274557","Pt11","HALLMARK_UV_RESPONSE_DN",0,0.755,FALSE
"none","GSE274557","Pt11","HALLMARK_UV_RESPONSE_DN",0,0.010875,FALSE
"pcs","GSE274557","Pt11","HALLMARK_UV_RESPONSE_DN",0,0.5675,FALSE
"libsize","GSE274557","Pt12","HALLMARK_UV_RESPONSE_DN",0.75,0.938375,TRUE
"none","GSE274557","Pt12","HALLMARK_UV_RESPONSE_DN",0,0.27625,FALSE
"pcs","GSE274557","Pt12","HALLMARK_UV_RESPONSE_DN",0.25,0.4855,FALSE
"libsize","GSE274557","Pt13","HALLMARK_UV_RESPONSE_DN",0.428571428571429,0.885,FALSE
"none","GSE274557","Pt13","HALLMARK_UV_RESPONSE_DN",0,0.404214285714286,FALSE
"pcs","GSE274557","Pt13","HALLMARK_UV_RESPONSE_DN",0.285714285714286,0.862214285714286,FALSE
"libsize","GSE274557","Pt2","HALLMARK_UV_RESPONSE_DN",0.333333333333333,0.925,FALSE
"none","GSE274557","Pt2","HALLMARK_UV_RESPONSE_DN",0,0.281333333333333,FALSE
"pcs","GSE274557","Pt2","HALLMARK_UV_RESPONSE_DN",0.666666666666667,0.866333333333333,TRUE
"libsize","GSE274557","Pt3","HALLMARK_UV_RESPONSE_DN",0.25,0.894125,FALSE
"none","GSE274557","Pt3","HALLMARK_UV_RESPONSE_DN",0,0.348375,FALSE
"pcs","GSE274557","Pt3","HALLMARK_UV_RESPONSE_DN",0.25,0.68925,FALSE
"libsize","GSE274557","Pt4","HALLMARK_UV_RESPONSE_DN",0.75,0.96975,TRUE
"none","GSE274557","Pt4","HALLMARK_UV_RESPONSE_DN",0,0.168125,FALSE
"pcs","GSE274557","Pt4","HALLMARK_UV_RESPONSE_DN",0.25,0.801,FALSE
"libsize","GSE274557","Pt5","HALLMARK_UV_RESPONSE_DN",0.666666666666667,0.851333333333333,TRUE
"none","GSE274557","Pt5","HALLMARK_UV_RESPONSE_DN",0.333333333333333,0.642666666666667,FALSE
"pcs","GSE274557","Pt5","HALLMARK_UV_RESPONSE_DN",0.666666666666667,0.9195,TRUE
"libsize","GSE274557","Pt6","HALLMARK_UV_RESPONSE_DN",0.5,0.89725,TRUE
"none","GSE274557","Pt6","HALLMARK_UV_RESPONSE_DN",0.333333333333333,0.535333333333333,FALSE
"pcs","GSE274557","Pt6","HALLMARK_UV_RESPONSE_DN",0.166666666666667,0.729916666666667,FALSE
"libsize","GSE274557","Pt7","HALLMARK_UV_RESPONSE_DN",0.75,0.913125,TRUE
"none","GSE274557","Pt7","HALLMARK_UV_RESPONSE_DN",0,0.2605,FALSE
"pcs","GSE274557","Pt7","HALLMARK_UV_RESPONSE_DN",0.25,0.894375,FALSE
"libsize","GSE274557","Pt8","HALLMARK_UV_RESPONSE_DN",0.2,0.7438,FALSE
"none","GSE274557","Pt8","HALLMARK_UV_RESPONSE_DN",0,0.0517,FALSE
"pcs","GSE274557","Pt8","HALLMARK_UV_RESPONSE_DN",0,0.5685,FALSE
"libsize","GSE274557","Pt9","HALLMARK_UV_RESPONSE_DN",0.5,0.818125,TRUE
"none","GSE274557","Pt9","HALLMARK_UV_RESPONSE_DN",0,0.2,FALSE
"pcs","GSE274557","Pt9","HALLMARK_UV_RESPONSE_DN",0.25,0.78875,FALSE
"libsize","GSE282302","C1_D1","HALLMARK_UV_RESPONSE_UP",0,0.338,FALSE
"none","GSE282302","C1_D1","HALLMARK_UV_RESPONSE_UP",0,0.5855,FALSE
"pcs","GSE282302","C1_D1","HALLMARK_UV_RESPONSE_UP",0,0.589,FALSE
"libsize","GSE282302","C1_D10","HALLMARK_UV_RESPONSE_UP",0,0.51375,FALSE
"none","GSE282302","C1_D10","HALLMARK_UV_RESPONSE_UP",0,0.47425,FALSE
"pcs","GSE282302","C1_D10","HALLMARK_UV_RESPONSE_UP",0,0.6955,FALSE
"libsize","GSE282302","C1_D11","HALLMARK_UV_RESPONSE_UP",0.5,0.9465,TRUE
"none","GSE282302","C1_D11","HALLMARK_UV_RESPONSE_UP",0.5,0.9805,TRUE
"pcs","GSE282302","C1_D11","HALLMARK_UV_RESPONSE_UP",1,0.99275,TRUE
"libsize","GSE282302","C1_D12","HALLMARK_UV_RESPONSE_UP",0,0.90925,FALSE
"none","GSE282302","C1_D12","HALLMARK_UV_RESPONSE_UP",0,0.623,FALSE
"pcs","GSE282302","C1_D12","HALLMARK_UV_RESPONSE_UP",1,0.99625,TRUE
"libsize","GSE282302","C1_D13","HALLMARK_UV_RESPONSE_UP",0.5,0.8415,TRUE
"none","GSE282302","C1_D13","HALLMARK_UV_RESPONSE_UP",0,0.725,FALSE
"pcs","GSE282302","C1_D13","HALLMARK_UV_RESPONSE_UP",1,0.998,TRUE
"libsize","GSE282302","C1_D14","HALLMARK_UV_RESPONSE_UP",0.666666666666667,0.866,TRUE
"none","GSE282302","C1_D14","HALLMARK_UV_RESPONSE_UP",0.333333333333333,0.625666666666667,FALSE
"pcs","GSE282302","C1_D14","HALLMARK_UV_RESPONSE_UP",0.333333333333333,0.869666666666667,FALSE
"libsize","GSE282302","C1_D2","HALLMARK_UV_RESPONSE_UP",1,0.9995,TRUE
"none","GSE282302","C1_D2","HALLMARK_UV_RESPONSE_UP",0,0.7925,FALSE
"pcs","GSE282302","C1_D2","HALLMARK_UV_RESPONSE_UP",0,0.851,FALSE
"libsize","GSE282302","C1_D3","HALLMARK_UV_RESPONSE_UP",1,0.999,TRUE
"none","GSE282302","C1_D3","HALLMARK_UV_RESPONSE_UP",0,0.078,FALSE
"pcs","GSE282302","C1_D3","HALLMARK_UV_RESPONSE_UP",0,0.7815,FALSE
"libsize","GSE282302","C1_D4","HALLMARK_UV_RESPONSE_UP",1,0.9975,TRUE
"none","GSE282302","C1_D4","HALLMARK_UV_RESPONSE_UP",0,0.000499999999999945,FALSE
"pcs","GSE282302","C1_D4","HALLMARK_UV_RESPONSE_UP",0,0.6795,FALSE
"libsize","GSE282302","C1_D5","HALLMARK_UV_RESPONSE_UP",1,0.9995,TRUE
"none","GSE282302","C1_D5","HALLMARK_UV_RESPONSE_UP",0,0.1985,FALSE
"pcs","GSE282302","C1_D5","HALLMARK_UV_RESPONSE_UP",0,0.7605,FALSE
"libsize","GSE282302","C1_D6","HALLMARK_UV_RESPONSE_UP",0,0.827,FALSE
"none","GSE282302","C1_D6","HALLMARK_UV_RESPONSE_UP",0,0.7405,FALSE
"pcs","GSE282302","C1_D6","HALLMARK_UV_RESPONSE_UP",1,0.9805,TRUE
"libsize","GSE282302","C1_D7","HALLMARK_UV_RESPONSE_UP",1,0.9995,TRUE
"none","GSE282302","C1_D7","HALLMARK_UV_RESPONSE_UP",1,0.9895,TRUE
"pcs","GSE282302","C1_D7","HALLMARK_UV_RESPONSE_UP",1,0.9995,TRUE
"libsize","GSE282302","C1_D8","HALLMARK_UV_RESPONSE_UP",1,0.99925,TRUE
"none","GSE282302","C1_D8","HALLMARK_UV_RESPONSE_UP",0.5,0.90475,TRUE
"pcs","GSE282302","C1_D8","HALLMARK_UV_RESPONSE_UP",0.5,0.9825,TRUE
"libsize","GSE282302","C1_D9","HALLMARK_UV_RESPONSE_UP",0.5,0.9755,TRUE
"none","GSE282302","C1_D9","HALLMARK_UV_RESPONSE_UP",0.5,0.95625,TRUE
"pcs","GSE282302","C1_D9","HALLMARK_UV_RESPONSE_UP",0.5,0.75775,TRUE
"libsize","GSE282302","C2_D1","HALLMARK_UV_RESPONSE_UP",0,0.9735,FALSE
"none","GSE282302","C2_D1","HALLMARK_UV_RESPONSE_UP",0,0.389,FALSE
"pcs","GSE282302","C2_D1","HALLMARK_UV_RESPONSE_UP",0,0.9655,FALSE
"libsize","GSE282302","C2_D10","HALLMARK_UV_RESPONSE_UP",1,0.985625,TRUE
"none","GSE282302","C2_D10","HALLMARK_UV_RESPONSE_UP",0.25,0.930875,FALSE
"pcs","GSE282302","C2_D10","HALLMARK_UV_RESPONSE_UP",0.75,0.948,TRUE
"libsize","GSE282302","C2_D11","HALLMARK_UV_RESPONSE_UP",0.75,0.977,TRUE
"none","GSE282302","C2_D11","HALLMARK_UV_RESPONSE_UP",0.125,0.4265,FALSE
"pcs","GSE282302","C2_D11","HALLMARK_UV_RESPONSE_UP",0.125,0.668875,FALSE
"libsize","GSE282302","C2_D12","HALLMARK_UV_RESPONSE_UP",1,0.9955,TRUE
"none","GSE282302","C2_D12","HALLMARK_UV_RESPONSE_UP",0,0.052,FALSE
"pcs","GSE282302","C2_D12","HALLMARK_UV_RESPONSE_UP",0,0.9635,FALSE
"libsize","GSE282302","C2_D13","HALLMARK_UV_RESPONSE_UP",0,0.8995,FALSE
"none","GSE282302","C2_D13","HALLMARK_UV_RESPONSE_UP",0,0.2495,FALSE
"pcs","GSE282302","C2_D13","HALLMARK_UV_RESPONSE_UP",0,0.2155,FALSE
"libsize","GSE282302","C2_D2","HALLMARK_UV_RESPONSE_UP",0,0.128,FALSE
"none","GSE282302","C2_D2","HALLMARK_UV_RESPONSE_UP",0,0.079,FALSE
"pcs","GSE282302","C2_D2","HALLMARK_UV_RESPONSE_UP",1,0.9915,TRUE
"libsize","GSE282302","C2_D3","HALLMARK_UV_RESPONSE_UP",1,0.9715,TRUE
"none","GSE282302","C2_D3","HALLMARK_UV_RESPONSE_UP",0,0.9485,FALSE
"pcs","GSE282302","C2_D3","HALLMARK_UV_RESPONSE_UP",1,0.999,TRUE
"libsize","GSE282302","C2_D4","HALLMARK_UV_RESPONSE_UP",0,0.651,FALSE
"none","GSE282302","C2_D4","HALLMARK_UV_RESPONSE_UP",0,0.644,FALSE
"pcs","GSE282302","C2_D4","HALLMARK_UV_RESPONSE_UP",0,0.407,FALSE
"libsize","GSE282302","C2_D5","HALLMARK_UV_RESPONSE_UP",0.5,0.8775,TRUE
"none","GSE282302","C2_D5","HALLMARK_UV_RESPONSE_UP",0,0.374,FALSE
"pcs","GSE282302","C2_D5","HALLMARK_UV_RESPONSE_UP",1,0.99475,TRUE
"libsize","GSE282302","C2_D6","HALLMARK_UV_RESPONSE_UP",0,0.1075,FALSE
"none","GSE282302","C2_D6","HALLMARK_UV_RESPONSE_UP",0,0.09525,FALSE
"pcs","GSE282302","C2_D6","HALLMARK_UV_RESPONSE_UP",1,0.9995,TRUE
"libsize","GSE282302","C2_D7","HALLMARK_UV_RESPONSE_UP",1,0.99775,TRUE
"none","GSE282302","C2_D7","HALLMARK_UV_RESPONSE_UP",0,0.000999999999999945,FALSE
"pcs","GSE282302","C2_D7","HALLMARK_UV_RESPONSE_UP",0.5,0.79625,TRUE
"libsize","GSE282302","C2_D8","HALLMARK_UV_RESPONSE_UP",0,0.76975,FALSE
"none","GSE282302","C2_D8","HALLMARK_UV_RESPONSE_UP",0.25,0.80225,FALSE
"pcs","GSE282302","C2_D8","HALLMARK_UV_RESPONSE_UP",0,0.835625,FALSE
"libsize","GSE282302","C2_D9","HALLMARK_UV_RESPONSE_UP",0,0.67525,FALSE
"none","GSE282302","C2_D9","HALLMARK_UV_RESPONSE_UP",0,0.545,FALSE
"pcs","GSE282302","C2_D9","HALLMARK_UV_RESPONSE_UP",0.166666666666667,0.695583333333333,FALSE
"libsize","GSE282302","C3_D1","HALLMARK_UV_RESPONSE_UP",0.25,0.95475,FALSE
"none","GSE282302","C3_D1","HALLMARK_UV_RESPONSE_UP",0.5,0.77225,TRUE
"pcs","GSE282302","C3_D1","HALLMARK_UV_RESPONSE_UP",0.5,0.75175,TRUE
"libsize","GSE282302","C3_D10","HALLMARK_UV_RESPONSE_UP",0,0.609,FALSE
"none","GSE282302","C3_D10","HALLMARK_UV_RESPONSE_UP",0,0.55775,FALSE
"pcs","GSE282302","C3_D10","HALLMARK_UV_RESPONSE_UP",0.75,0.985125,TRUE
"libsize","GSE282302","C3_D11","HALLMARK_UV_RESPONSE_UP",0.5,0.917375,TRUE
"none","GSE282302","C3_D11","HALLMARK_UV_RESPONSE_UP",0.25,0.627125,FALSE
"pcs","GSE282302","C3_D11","HALLMARK_UV_RESPONSE_UP",0.5,0.901,TRUE
"libsize","GSE282302","C3_D12","HALLMARK_UV_RESPONSE_UP",0.125,0.755875,FALSE
"none","GSE282302","C3_D12","HALLMARK_UV_RESPONSE_UP",0.25,0.7341875,FALSE
"pcs","GSE282302","C3_D12","HALLMARK_UV_RESPONSE_UP",0.75,0.9186875,TRUE
"libsize","GSE282302","C3_D2","HALLMARK_UV_RESPONSE_UP",0.5,0.644625,TRUE
"none","GSE282302","C3_D2","HALLMARK_UV_RESPONSE_UP",0,0.19375,FALSE
"pcs","GSE282302","C3_D2","HALLMARK_UV_RESPONSE_UP",0.5,0.950375,TRUE
"libsize","GSE282302","C3_D3","HALLMARK_UV_RESPONSE_UP",0.25,0.7795,FALSE
"none","GSE282302","C3_D3","HALLMARK_UV_RESPONSE_UP",0.25,0.700875,FALSE
"pcs","GSE282302","C3_D3","HALLMARK_UV_RESPONSE_UP",0.25,0.93425,FALSE
"libsize","GSE282302","C3_D4","HALLMARK_UV_RESPONSE_UP",0.5,0.7465,TRUE
"none","GSE282302","C3_D4","HALLMARK_UV_RESPONSE_UP",0.5,0.62425,TRUE
"pcs","GSE282302","C3_D4","HALLMARK_UV_RESPONSE_UP",0,0.804125,FALSE
"libsize","GSE282302","C3_D5","HALLMARK_UV_RESPONSE_UP",0,0.832125,FALSE
"none","GSE282302","C3_D5","HALLMARK_UV_RESPONSE_UP",0.25,0.886375,FALSE
"pcs","GSE282302","C3_D5","HALLMARK_UV_RESPONSE_UP",0.75,0.9765,TRUE
"libsize","GSE282302","C3_D6","HALLMARK_UV_RESPONSE_UP",0.5,0.96125,TRUE
"none","GSE282302","C3_D6","HALLMARK_UV_RESPONSE_UP",0.25,0.5865,FALSE
"pcs","GSE282302","C3_D6","HALLMARK_UV_RESPONSE_UP",0,0.7795,FALSE
"libsize","GSE282302","C3_D7","HALLMARK_UV_RESPONSE_UP",0.5,0.834625,TRUE
"none","GSE282302","C3_D7","HALLMARK_UV_RESPONSE_UP",0.25,0.459125,FALSE
"pcs","GSE282302","C3_D7","HALLMARK_UV_RESPONSE_UP",0.5,0.82375,TRUE
"libsize","GSE282302","C3_D8","HALLMARK_UV_RESPONSE_UP",0.25,0.689875,FALSE
"none","GSE282302","C3_D8","HALLMARK_UV_RESPONSE_UP",0,0.5225,FALSE
"pcs","GSE282302","C3_D8","HALLMARK_UV_RESPONSE_UP",0.75,0.987125,TRUE
"libsize","GSE282302","C3_D9","HALLMARK_UV_RESPONSE_UP",0.25,0.61125,FALSE
"none","GSE282302","C3_D9","HALLMARK_UV_RESPONSE_UP",0.25,0.444375,FALSE
"pcs","GSE282302","C3_D9","HALLMARK_UV_RESPONSE_UP",0.25,0.921875,FALSE
"libsize","GSE274557","Pt1","HALLMARK_UV_RESPONSE_UP",0,0.73925,FALSE
"none","GSE274557","Pt1","HALLMARK_UV_RESPONSE_UP",0,0.52675,FALSE
"pcs","GSE274557","Pt1","HALLMARK_UV_RESPONSE_UP",0,0.5765,FALSE
"libsize","GSE274557","Pt10","HALLMARK_UV_RESPONSE_UP",0.25,0.6925,FALSE
"none","GSE274557","Pt10","HALLMARK_UV_RESPONSE_UP",0,0.53275,FALSE
"pcs","GSE274557","Pt10","HALLMARK_UV_RESPONSE_UP",0.25,0.823875,FALSE
"libsize","GSE274557","Pt11","HALLMARK_UV_RESPONSE_UP",0.25,0.7195,FALSE
"none","GSE274557","Pt11","HALLMARK_UV_RESPONSE_UP",0,0.690375,FALSE
"pcs","GSE274557","Pt11","HALLMARK_UV_RESPONSE_UP",0,0.72525,FALSE
"libsize","GSE274557","Pt12","HALLMARK_UV_RESPONSE_UP",0.25,0.919375,FALSE
"none","GSE274557","Pt12","HALLMARK_UV_RESPONSE_UP",0,0.36325,FALSE
"pcs","GSE274557","Pt12","HALLMARK_UV_RESPONSE_UP",0,0.5005,FALSE
"libsize","GSE274557","Pt13","HALLMARK_UV_RESPONSE_UP",0.285714285714286,0.614,FALSE
"none","GSE274557","Pt13","HALLMARK_UV_RESPONSE_UP",0.142857142857143,0.359142857142857,FALSE
"pcs","GSE274557","Pt13","HALLMARK_UV_RESPONSE_UP",0.142857142857143,0.661642857142857,FALSE
"libsize","GSE274557","Pt2","HALLMARK_UV_RESPONSE_UP",0.333333333333333,0.858333333333333,FALSE
"none","GSE274557","Pt2","HALLMARK_UV_RESPONSE_UP",0,0.387166666666667,FALSE
"pcs","GSE274557","Pt2","HALLMARK_UV_RESPONSE_UP",0.333333333333333,0.743833333333333,FALSE
"libsize","GSE274557","Pt3","HALLMARK_UV_RESPONSE_UP",0,0.54175,FALSE
"none","GSE274557","Pt3","HALLMARK_UV_RESPONSE_UP",0,0.58125,FALSE
"pcs","GSE274557","Pt3","HALLMARK_UV_RESPONSE_UP",0,0.757375,FALSE
"libsize","GSE274557","Pt4","HALLMARK_UV_RESPONSE_UP",0.25,0.82325,FALSE
"none","GSE274557","Pt4","HALLMARK_UV_RESPONSE_UP",0,0.182625,FALSE
"pcs","GSE274557","Pt4","HALLMARK_UV_RESPONSE_UP",0,0.8125,FALSE
"libsize","GSE274557","Pt5","HALLMARK_UV_RESPONSE_UP",0.333333333333333,0.635166666666667,FALSE
"none","GSE274557","Pt5","HALLMARK_UV_RESPONSE_UP",0,0.521166666666667,FALSE
"pcs","GSE274557","Pt5","HALLMARK_UV_RESPONSE_UP",0.333333333333333,0.6365,FALSE
"libsize","GSE274557","Pt6","HALLMARK_UV_RESPONSE_UP",0.333333333333333,0.593333333333333,FALSE
"none","GSE274557","Pt6","HALLMARK_UV_RESPONSE_UP",0.166666666666667,0.589083333333333,FALSE
