"tier","cohort","patient","pathway","fraction_sections","rank_effect","positive"
"pcs","GSE274557","Pt6","HALLMARK_UV_RESPONSE_UP",0,0.74325,FALSE
"libsize","GSE274557","Pt7","HALLMARK_UV_RESPONSE_UP",0.25,0.47225,FALSE
"none","GSE274557","Pt7","HALLMARK_UV_RESPONSE_UP",0,0.15125,FALSE
"pcs","GSE274557","Pt7","HALLMARK_UV_RESPONSE_UP",0.25,0.852375,FALSE
"libsize","GSE274557","Pt8","HALLMARK_UV_RESPONSE_UP",0.2,0.7907,FALSE
"none","GSE274557","Pt8","HALLMARK_UV_RESPONSE_UP",0,0.2776,FALSE
"pcs","GSE274557","Pt8","HALLMARK_UV_RESPONSE_UP",0.4,0.8581,FALSE
"libsize","GSE274557","Pt9","HALLMARK_UV_RESPONSE_UP",0,0.60025,FALSE
"none","GSE274557","Pt9","HALLMARK_UV_RESPONSE_UP",0,0.394,FALSE
"pcs","GSE274557","Pt9","HALLMARK_UV_RESPONSE_UP",0.25,0.841375,FALSE
"libsize","GSE282302","C1_D1","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.9635,FALSE
"none","GSE282302","C1_D1","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.855,FALSE
"pcs","GSE282302","C1_D1","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.404,FALSE
"libsize","GSE282302","C1_D10","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.57025,FALSE
"none","GSE282302","C1_D10","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.51625,FALSE
"pcs","GSE282302","C1_D10","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.828,FALSE
"libsize","GSE282302","C1_D11","HALLMARK_WNT_BETA_CATENIN_SIGNALING",1,0.97725,TRUE
"none","GSE282302","C1_D11","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.08325,FALSE
"pcs","GSE282302","C1_D11","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.90825,FALSE
"libsize","GSE282302","C1_D12","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.51625,FALSE
"none","GSE282302","C1_D12","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.55025,FALSE
"pcs","GSE282302","C1_D12","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.5,0.5615,TRUE
"libsize","GSE282302","C1_D13","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.61275,FALSE
"none","GSE282302","C1_D13","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.7515,FALSE
"pcs","GSE282302","C1_D13","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.509,FALSE
"libsize","GSE282302","C1_D14","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.618333333333333,FALSE
"none","GSE282302","C1_D14","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.131,FALSE
"pcs","GSE282302","C1_D14","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.4975,FALSE
"libsize","GSE282302","C1_D2","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.3785,FALSE
"none","GSE282302","C1_D2","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.148,FALSE
"pcs","GSE282302","C1_D2","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.1245,FALSE
"libsize","GSE282302","C1_D3","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.9055,FALSE
"none","GSE282302","C1_D3","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.649,FALSE
"pcs","GSE282302","C1_D3","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.8925,FALSE
"libsize","GSE282302","C1_D4","HALLMARK_WNT_BETA_CATENIN_SIGNALING",1,0.992,TRUE
"none","GSE282302","C1_D4","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.0225,FALSE
"pcs","GSE282302","C1_D4","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.8295,FALSE
"libsize","GSE282302","C1_D5","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.6475,FALSE
"none","GSE282302","C1_D5","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.364,FALSE
"pcs","GSE282302","C1_D5","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.331,FALSE
"libsize","GSE282302","C1_D6","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.3525,FALSE
"none","GSE282302","C1_D6","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.2545,FALSE
"pcs","GSE282302","C1_D6","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.6925,FALSE
"libsize","GSE282302","C1_D7","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.7565,FALSE
"none","GSE282302","C1_D7","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.1525,FALSE
"pcs","GSE282302","C1_D7","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.757,FALSE
"libsize","GSE282302","C1_D8","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.351,FALSE
"none","GSE282302","C1_D8","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.5755,FALSE
"pcs","GSE282302","C1_D8","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.6615,FALSE
"libsize","GSE282302","C1_D9","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.5,0.758,TRUE
"none","GSE282302","C1_D9","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.93425,FALSE
"pcs","GSE282302","C1_D9","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.5,0.73675,TRUE
"libsize","GSE282302","C2_D1","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.963,FALSE
"none","GSE282302","C2_D1","HALLMARK_WNT_BETA_CATENIN_SIGNALING",1,0.9975,TRUE
"pcs","GSE282302","C2_D1","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.9565,FALSE
"libsize","GSE282302","C2_D10","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.85075,FALSE
"none","GSE282302","C2_D10","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.32675,FALSE
"pcs","GSE282302","C2_D10","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.25,0.586875,FALSE
"libsize","GSE282302","C2_D11","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.705,FALSE
"none","GSE282302","C2_D11","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.4615625,FALSE
"pcs","GSE282302","C2_D11","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.125,0.678625,FALSE
"libsize","GSE282302","C2_D12","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.1225,FALSE
"none","GSE282302","C2_D12","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.024,FALSE
"pcs","GSE282302","C2_D12","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.29,FALSE
"libsize","GSE282302","C2_D13","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.792,FALSE
"none","GSE282302","C2_D13","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.29,FALSE
"pcs","GSE282302","C2_D13","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.808,FALSE
"libsize","GSE282302","C2_D2","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.767,FALSE
"none","GSE282302","C2_D2","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.722,FALSE
"pcs","GSE282302","C2_D2","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.744,FALSE
"libsize","GSE282302","C2_D3","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.806,FALSE
"none","GSE282302","C2_D3","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.9175,FALSE
"pcs","GSE282302","C2_D3","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.8835,FALSE
"libsize","GSE282302","C2_D4","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.9245,FALSE
"none","GSE282302","C2_D4","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.886,FALSE
"pcs","GSE282302","C2_D4","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.9785,FALSE
"libsize","GSE282302","C2_D5","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.5,0.6,TRUE
"none","GSE282302","C2_D5","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.465,FALSE
"pcs","GSE282302","C2_D5","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.54275,FALSE
"libsize","GSE282302","C2_D6","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.398,FALSE
"none","GSE282302","C2_D6","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.36625,FALSE
"pcs","GSE282302","C2_D6","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.79,FALSE
"libsize","GSE282302","C2_D7","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.77325,FALSE
"none","GSE282302","C2_D7","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.9585,FALSE
"pcs","GSE282302","C2_D7","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.79425,FALSE
"libsize","GSE282302","C2_D8","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.769,FALSE
"none","GSE282302","C2_D8","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.237375,FALSE
"pcs","GSE282302","C2_D8","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.268375,FALSE
"libsize","GSE282302","C2_D9","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.333333333333333,0.964083333333333,FALSE
"none","GSE282302","C2_D9","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.896166666666667,FALSE
"pcs","GSE282302","C2_D9","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.500333333333333,FALSE
"libsize","GSE282302","C3_D1","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.684,FALSE
"none","GSE282302","C3_D1","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.63475,FALSE
"pcs","GSE282302","C3_D1","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.534125,FALSE
"libsize","GSE282302","C3_D10","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.25,0.88075,FALSE
"none","GSE282302","C3_D10","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.892,FALSE
"pcs","GSE282302","C3_D10","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.74075,FALSE
"libsize","GSE282302","C3_D11","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.63875,FALSE
"none","GSE282302","C3_D11","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.39025,FALSE
"pcs","GSE282302","C3_D11","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.25,0.632625,FALSE
"libsize","GSE282302","C3_D12","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.125,0.76025,FALSE
"none","GSE282302","C3_D12","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.25,0.828625,FALSE
"pcs","GSE282302","C3_D12","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.6154375,FALSE
"libsize","GSE282302","C3_D2","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.463625,FALSE
"none","GSE282302","C3_D2","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.3655,FALSE
"pcs","GSE282302","C3_D2","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.59575,FALSE
"libsize","GSE282302","C3_D3","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.71,FALSE
"none","GSE282302","C3_D3","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.586,FALSE
"pcs","GSE282302","C3_D3","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.25,0.878125,FALSE
"libsize","GSE282302","C3_D4","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.5,0.759,TRUE
"none","GSE282302","C3_D4","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.25,0.7605,FALSE
"pcs","GSE282302","C3_D4","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.6285,FALSE
"libsize","GSE282302","C3_D5","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.572125,FALSE
"none","GSE282302","C3_D5","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.284625,FALSE
"pcs","GSE282302","C3_D5","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.25,0.88375,FALSE
"libsize","GSE282302","C3_D6","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.751875,FALSE
"none","GSE282302","C3_D6","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.847875,FALSE
"pcs","GSE282302","C3_D6","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.541375,FALSE
"libsize","GSE282302","C3_D7","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.25,0.839,FALSE
"none","GSE282302","C3_D7","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.25,0.672375,FALSE
"pcs","GSE282302","C3_D7","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.25,0.72975,FALSE
"libsize","GSE282302","C3_D8","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.791375,FALSE
"none","GSE282302","C3_D8","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.711875,FALSE
"pcs","GSE282302","C3_D8","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.665125,FALSE
"libsize","GSE282302","C3_D9","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.25,0.773375,FALSE
"none","GSE282302","C3_D9","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.4645,FALSE
"pcs","GSE282302","C3_D9","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.5,0.645125,TRUE
"libsize","GSE274557","Pt1","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.7335,FALSE
"none","GSE274557","Pt1","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.5675,FALSE
"pcs","GSE274557","Pt1","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.4185,FALSE
"libsize","GSE274557","Pt10","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.79425,FALSE
"none","GSE274557","Pt10","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.405875,FALSE
"pcs","GSE274557","Pt10","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.538,FALSE
"libsize","GSE274557","Pt11","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.25,0.935125,FALSE
"none","GSE274557","Pt11","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.557875,FALSE
"pcs","GSE274557","Pt11","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.622,FALSE
"libsize","GSE274557","Pt12","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.718125,FALSE
"none","GSE274557","Pt12","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.512625,FALSE
"pcs","GSE274557","Pt12","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.3765,FALSE
"libsize","GSE274557","Pt13","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.142857142857143,0.62,FALSE
"none","GSE274557","Pt13","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.577714285714286,FALSE
"pcs","GSE274557","Pt13","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.216428571428571,FALSE
"libsize","GSE274557","Pt2","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.907166666666667,FALSE
"none","GSE274557","Pt2","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.494166666666667,FALSE
"pcs","GSE274557","Pt2","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.333333333333333,0.608333333333333,FALSE
"libsize","GSE274557","Pt3","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.754125,FALSE
"none","GSE274557","Pt3","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.564875,FALSE
"pcs","GSE274557","Pt3","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.63375,FALSE
"libsize","GSE274557","Pt4","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.25,0.7905,FALSE
"none","GSE274557","Pt4","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.464375,FALSE
"pcs","GSE274557","Pt4","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.651375,FALSE
"libsize","GSE274557","Pt5","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.862,FALSE
"none","GSE274557","Pt5","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.582333333333333,FALSE
"pcs","GSE274557","Pt5","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.265,FALSE
"libsize","GSE274557","Pt6","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.166666666666667,0.532083333333333,FALSE
"none","GSE274557","Pt6","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.53625,FALSE
"pcs","GSE274557","Pt6","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.42125,FALSE
"libsize","GSE274557","Pt7","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.780875,FALSE
"none","GSE274557","Pt7","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.617875,FALSE
"pcs","GSE274557","Pt7","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.420625,FALSE
"libsize","GSE274557","Pt8","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.2,0.7219,FALSE
"none","GSE274557","Pt8","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.421,FALSE
"pcs","GSE274557","Pt8","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.6142,FALSE
"libsize","GSE274557","Pt9","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.653875,FALSE
"none","GSE274557","Pt9","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0,0.378375,FALSE
"pcs","GSE274557","Pt9","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.25,0.408375,FALSE
"libsize","GSE282302","C1_D1","HALLMARK_XENOBIOTIC_METABOLISM",1,0.998,TRUE
"none","GSE282302","C1_D1","HALLMARK_XENOBIOTIC_METABOLISM",0,0.966,FALSE
"pcs","GSE282302","C1_D1","HALLMARK_XENOBIOTIC_METABOLISM",0,0.5755,FALSE
"libsize","GSE282302","C1_D10","HALLMARK_XENOBIOTIC_METABOLISM",0,0.27275,FALSE
"none","GSE282302","C1_D10","HALLMARK_XENOBIOTIC_METABOLISM",0,0.62775,FALSE
"pcs","GSE282302","C1_D10","HALLMARK_XENOBIOTIC_METABOLISM",0.5,0.857,TRUE
"libsize","GSE282302","C1_D11","HALLMARK_XENOBIOTIC_METABOLISM",0.5,0.94075,TRUE
"none","GSE282302","C1_D11","HALLMARK_XENOBIOTIC_METABOLISM",0,0.89575,FALSE
"pcs","GSE282302","C1_D11","HALLMARK_XENOBIOTIC_METABOLISM",0.5,0.96475,TRUE
"libsize","GSE282302","C1_D12","HALLMARK_XENOBIOTIC_METABOLISM",1,0.99075,TRUE
"none","GSE282302","C1_D12","HALLMARK_XENOBIOTIC_METABOLISM",0,0.897,FALSE
"pcs","GSE282302","C1_D12","HALLMARK_XENOBIOTIC_METABOLISM",0.5,0.86075,TRUE
"libsize","GSE282302","C1_D13","HALLMARK_XENOBIOTIC_METABOLISM",0.5,0.91975,TRUE
"none","GSE282302","C1_D13","HALLMARK_XENOBIOTIC_METABOLISM",0.5,0.65625,TRUE
"pcs","GSE282302","C1_D13","HALLMARK_XENOBIOTIC_METABOLISM",0.5,0.967,TRUE
"libsize","GSE282302","C1_D14","HALLMARK_XENOBIOTIC_METABOLISM",1,0.991166666666667,TRUE
"none","GSE282302","C1_D14","HALLMARK_XENOBIOTIC_METABOLISM",0,0.637833333333333,FALSE
"pcs","GSE282302","C1_D14","HALLMARK_XENOBIOTIC_METABOLISM",0.333333333333333,0.967833333333333,FALSE
"libsize","GSE282302","C1_D2","HALLMARK_XENOBIOTIC_METABOLISM",0,0.7905,FALSE
"none","GSE282302","C1_D2","HALLMARK_XENOBIOTIC_METABOLISM",0,0.306,FALSE
"pcs","GSE282302","C1_D2","HALLMARK_XENOBIOTIC_METABOLISM",1,0.991,TRUE
"libsize","GSE282302","C1_D3","HALLMARK_XENOBIOTIC_METABOLISM",0,0.9405,FALSE
"none","GSE282302","C1_D3","HALLMARK_XENOBIOTIC_METABOLISM",0,0.0115,FALSE
"pcs","GSE282302","C1_D3","HALLMARK_XENOBIOTIC_METABOLISM",0,0.2385,FALSE
"libsize","GSE282302","C1_D4","HALLMARK_XENOBIOTIC_METABOLISM",0,0.906,FALSE
"none","GSE282302","C1_D4","HALLMARK_XENOBIOTIC_METABOLISM",0,0.3975,FALSE
"pcs","GSE282302","C1_D4","HALLMARK_XENOBIOTIC_METABOLISM",1,0.9905,TRUE
"libsize","GSE282302","C1_D5","HALLMARK_XENOBIOTIC_METABOLISM",1,0.9995,TRUE
"none","GSE282302","C1_D5","HALLMARK_XENOBIOTIC_METABOLISM",0,0.3525,FALSE
"pcs","GSE282302","C1_D5","HALLMARK_XENOBIOTIC_METABOLISM",1,0.9955,TRUE
"libsize","GSE282302","C1_D6","HALLMARK_XENOBIOTIC_METABOLISM",0,0,FALSE
"none","GSE282302","C1_D6","HALLMARK_XENOBIOTIC_METABOLISM",0,0,FALSE
"pcs","GSE282302","C1_D6","HALLMARK_XENOBIOTIC_METABOLISM",0,0.8875,FALSE
"libsize","GSE282302","C1_D7","HALLMARK_XENOBIOTIC_METABOLISM",1,0.998,TRUE
"none","GSE282302","C1_D7","HALLMARK_XENOBIOTIC_METABOLISM",1,0.9915,TRUE
"pcs","GSE282302","C1_D7","HALLMARK_XENOBIOTIC_METABOLISM",1,0.9685,TRUE
"libsize","GSE282302","C1_D8","HALLMARK_XENOBIOTIC_METABOLISM",1,0.9995,TRUE
"none","GSE282302","C1_D8","HALLMARK_XENOBIOTIC_METABOLISM",0.5,0.6265,TRUE
"pcs","GSE282302","C1_D8","HALLMARK_XENOBIOTIC_METABOLISM",0,0.663,FALSE
"libsize","GSE282302","C1_D9","HALLMARK_XENOBIOTIC_METABOLISM",1,0.9935,TRUE
"none","GSE282302","C1_D9","HALLMARK_XENOBIOTIC_METABOLISM",0,0.55975,FALSE
"pcs","GSE282302","C1_D9","HALLMARK_XENOBIOTIC_METABOLISM",0.5,0.97625,TRUE
"libsize","GSE282302","C2_D1","HALLMARK_XENOBIOTIC_METABOLISM",0,0.954,FALSE
"none","GSE282302","C2_D1","HALLMARK_XENOBIOTIC_METABOLISM",0,0.7855,FALSE
"pcs","GSE282302","C2_D1","HALLMARK_XENOBIOTIC_METABOLISM",0,0.9495,FALSE
"libsize","GSE282302","C2_D10","HALLMARK_XENOBIOTIC_METABOLISM",1,0.98375,TRUE
"none","GSE282302","C2_D10","HALLMARK_XENOBIOTIC_METABOLISM",0.25,0.88225,FALSE
"pcs","GSE282302","C2_D10","HALLMARK_XENOBIOTIC_METABOLISM",0.5,0.925625,TRUE
"libsize","GSE282302","C2_D11","HALLMARK_XENOBIOTIC_METABOLISM",0.5,0.558875,TRUE
"none","GSE282302","C2_D11","HALLMARK_XENOBIOTIC_METABOLISM",0,0.2524375,FALSE
"pcs","GSE282302","C2_D11","HALLMARK_XENOBIOTIC_METABOLISM",0.625,0.8638125,TRUE
"libsize","GSE282302","C2_D12","HALLMARK_XENOBIOTIC_METABOLISM",0,0.7845,FALSE
"none","GSE282302","C2_D12","HALLMARK_XENOBIOTIC_METABOLISM",0,0.0335,FALSE
"pcs","GSE282302","C2_D12","HALLMARK_XENOBIOTIC_METABOLISM",0,0.3065,FALSE
"libsize","GSE282302","C2_D13","HALLMARK_XENOBIOTIC_METABOLISM",1,0.9995,TRUE
"none","GSE282302","C2_D13","HALLMARK_XENOBIOTIC_METABOLISM",0,0.9685,FALSE
"pcs","GSE282302","C2_D13","HALLMARK_XENOBIOTIC_METABOLISM",1,0.9855,TRUE
"libsize","GSE282302","C2_D2","HALLMARK_XENOBIOTIC_METABOLISM",0,0.0475,FALSE
"none","GSE282302","C2_D2","HALLMARK_XENOBIOTIC_METABOLISM",0,0.0435,FALSE
"pcs","GSE282302","C2_D2","HALLMARK_XENOBIOTIC_METABOLISM",0,0.615,FALSE
"libsize","GSE282302","C2_D3","HALLMARK_XENOBIOTIC_METABOLISM",1,0.9995,TRUE
"none","GSE282302","C2_D3","HALLMARK_XENOBIOTIC_METABOLISM",0,0.939,FALSE
"pcs","GSE282302","C2_D3","HALLMARK_XENOBIOTIC_METABOLISM",0,0.2535,FALSE
"libsize","GSE282302","C2_D4","HALLMARK_XENOBIOTIC_METABOLISM",0,0.886,FALSE
"none","GSE282302","C2_D4","HALLMARK_XENOBIOTIC_METABOLISM",1,0.997,TRUE
"pcs","GSE282302","C2_D4","HALLMARK_XENOBIOTIC_METABOLISM",0,0.0535,FALSE
"libsize","GSE282302","C2_D5","HALLMARK_XENOBIOTIC_METABOLISM",0.5,0.8585,TRUE
"none","GSE282302","C2_D5","HALLMARK_XENOBIOTIC_METABOLISM",0,0.565,FALSE
"pcs","GSE282302","C2_D5","HALLMARK_XENOBIOTIC_METABOLISM",0,0.87175,FALSE
"libsize","GSE282302","C2_D6","HALLMARK_XENOBIOTIC_METABOLISM",0.5,0.54125,TRUE
"none","GSE282302","C2_D6","HALLMARK_XENOBIOTIC_METABOLISM",0.5,0.50025,TRUE
"pcs","GSE282302","C2_D6","HALLMARK_XENOBIOTIC_METABOLISM",1,0.99775,TRUE
"libsize","GSE282302","C2_D7","HALLMARK_XENOBIOTIC_METABOLISM",1,0.99775,TRUE
"none","GSE282302","C2_D7","HALLMARK_XENOBIOTIC_METABOLISM",0,0.07725,FALSE
"pcs","GSE282302","C2_D7","HALLMARK_XENOBIOTIC_METABOLISM",0,0.899,FALSE
"libsize","GSE282302","C2_D8","HALLMARK_XENOBIOTIC_METABOLISM",0.25,0.895625,FALSE
"none","GSE282302","C2_D8","HALLMARK_XENOBIOTIC_METABOLISM",0,0.625375,FALSE
"pcs","GSE282302","C2_D8","HALLMARK_XENOBIOTIC_METABOLISM",0.25,0.8215,FALSE
"libsize","GSE282302","C2_D9","HALLMARK_XENOBIOTIC_METABOLISM",0.333333333333333,0.96775,FALSE
"none","GSE282302","C2_D9","HALLMARK_XENOBIOTIC_METABOLISM",0,0.607833333333333,FALSE
"pcs","GSE282302","C2_D9","HALLMARK_XENOBIOTIC_METABOLISM",0.5,0.764,TRUE
"libsize","GSE282302","C3_D1","HALLMARK_XENOBIOTIC_METABOLISM",0.25,0.56125,FALSE
"none","GSE282302","C3_D1","HALLMARK_XENOBIOTIC_METABOLISM",0.25,0.548125,FALSE
"pcs","GSE282302","C3_D1","HALLMARK_XENOBIOTIC_METABOLISM",0.25,0.87225,FALSE
"libsize","GSE282302","C3_D10","HALLMARK_XENOBIOTIC_METABOLISM",0,0.300125,FALSE
"none","GSE282302","C3_D10","HALLMARK_XENOBIOTIC_METABOLISM",0.25,0.275375,FALSE
"pcs","GSE282302","C3_D10","HALLMARK_XENOBIOTIC_METABOLISM",0.75,0.89875,TRUE
"libsize","GSE282302","C3_D11","HALLMARK_XENOBIOTIC_METABOLISM",1,0.997875,TRUE
